analysis_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	analysis_type	reference_genome	pipeline_name	pipeline_version	cell_type	tissue_type	disease	dev_stage	host	host_sex	age	experimental_factor	first_public	submitted_ftp	submitted_md5	submitted_bytes	submitted_aspera	generated_ftp	generated_md5	generated_bytes	generated_aspera
ERZ324313	PRJEB9586	SAMEA3302657		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324313/LP6005443-DNA_D07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324313/LP6005443-DNA_D07.srt.aln.bam.bai	d253b99726f7aab66adbf06fcfc48189;150e4465fc42faacd9cb3685c3ec951d	132164815241;8884056	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324313/LP6005443-DNA_D07.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324313/LP6005443-DNA_D07.srt.aln.bam.bai				
ERZ324317	PRJEB9586	SAMEA3302727		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324317/LP6005443-DNA_E02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324317/LP6005443-DNA_E02.srt.aln.bam.bai	f0d9b5906a92284bb4e8c9a26cef4891;eed7b2d8166a77b591a91c01a7e52192	107689492541;8885176	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324317/LP6005443-DNA_E02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324317/LP6005443-DNA_E02.srt.aln.bam.bai				
ERZ324318	PRJEB9586	SAMEA3302853		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324318/LP6005443-DNA_E05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324318/LP6005443-DNA_E05.srt.aln.bam.bai	09f79a38bd4155f44cf873912935206e;f24683dcde4f2b4700b1906ad48913e9	115393698314;8874760	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324318/LP6005443-DNA_E05.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324318/LP6005443-DNA_E05.srt.aln.bam.bai				
ERZ324320	PRJEB9586	SAMEA3302626		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324320/LP6005443-DNA_E07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324320/LP6005443-DNA_E07.srt.aln.bam.bai	af6c4b451f9d03cbdd0d0d062616d24b;8246879d2d8eb9f3a089b312b5b27a64	133650753881;8909680	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324320/LP6005443-DNA_E07.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324320/LP6005443-DNA_E07.srt.aln.bam.bai				
ERZ324321	PRJEB9586	SAMEA3302746		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324321/LP6005443-DNA_E08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324321/LP6005443-DNA_E08.srt.aln.bam.bai	5b7b5ecd347402484c3706453534235e;d2f13ce6b6221988a29039ad90895aae	87794776232;8842648	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324321/LP6005443-DNA_E08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324321/LP6005443-DNA_E08.srt.aln.bam.bai				
ERZ324327	PRJEB9586	SAMEA3302831		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324327/LP6005443-DNA_F03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324327/LP6005443-DNA_F03.srt.aln.bam.bai	771bc69a39d4310c7bcee0f494f61646;5fbeaddffce5edf5bd39184cc899434a	124171112174;8856912	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324327/LP6005443-DNA_F03.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324327/LP6005443-DNA_F03.srt.aln.bam.bai				
ERZ324336	PRJEB9586	SAMEA3302856		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324336/LP6005443-DNA_G03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324336/LP6005443-DNA_G03.srt.aln.bam.bai	aaab2801d5bde21cc053ff2e4094d067;14ba4a947e8cbac9094f4ac582526d19	114072005175;8842520	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324336/LP6005443-DNA_G03.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324336/LP6005443-DNA_G03.srt.aln.bam.bai				
ERZ324337	PRJEB9586	SAMEA3302654		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324337/LP6005443-DNA_G04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324337/LP6005443-DNA_G04.srt.aln.bam.bai	1f330d637b1b0a5bbbea931769fc624a;53a13f286f03328bcac7a66bd82dcf4e	115248466409;8849616	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324337/LP6005443-DNA_G04.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324337/LP6005443-DNA_G04.srt.aln.bam.bai				
ERZ324340	PRJEB9586	SAMEA3302858		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324340/LP6005443-DNA_G08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324340/LP6005443-DNA_G08.srt.aln.bam.bai	a654b6aeb21cb269fcfbb0e34efae29b;398d8a7c28346ab8ce5ea438e8ad1f49	113709804423;8886824	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324340/LP6005443-DNA_G08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324340/LP6005443-DNA_G08.srt.aln.bam.bai				
ERZ324342	PRJEB9586	SAMEA3302909		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324342/LP6005443-DNA_H01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324342/LP6005443-DNA_H01.srt.aln.bam.bai	4ebcade6b363b8cf88ceed78f5e73112;6d63d71df00be7698f91493718945b4f	126851597896;8876056	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324342/LP6005443-DNA_H01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324342/LP6005443-DNA_H01.srt.aln.bam.bai				
ERZ324347	PRJEB9586	SAMEA3302668		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324347/LP6005443-DNA_H08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324347/LP6005443-DNA_H08.srt.aln.bam.bai	38028ba8991170d234d533c8a6a9f387;fc422bfe19f30cf8b2cd0f793ae42ae8	116407198892;8883712	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324347/LP6005443-DNA_H08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324347/LP6005443-DNA_H08.srt.aln.bam.bai				
ERZ324352	PRJEB9586	SAMEA3302839		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324352/LP6005519-DNA_B04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324352/LP6005519-DNA_B04.srt.aln.bam.bai	1aa5e1a7dc6977585634f5458af8ca4b;7805cb90ecd14752cd99766a13f53e82	132653538037;8884056	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324352/LP6005519-DNA_B04.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324352/LP6005519-DNA_B04.srt.aln.bam.bai				
ERZ324354	PRJEB9586	SAMEA3302895		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324354/LP6005519-DNA_B06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324354/LP6005519-DNA_B06.srt.aln.bam.bai	9ae0758866c28dbec5bb904cc2dfdaf9;c609e00dfb997b204a26ccb1011cea8a	159511744908;8915256	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324354/LP6005519-DNA_B06.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324354/LP6005519-DNA_B06.srt.aln.bam.bai				
ERZ324359	PRJEB9586	SAMEA3302784		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324359/LP6005519-DNA_D01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324359/LP6005519-DNA_D01.srt.aln.bam.bai	f0676dff2b435a3114267ff4e4d3c4ba;39e9d6adfd91da8327c64d04ad179e22	156466324698;8905488	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324359/LP6005519-DNA_D01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324359/LP6005519-DNA_D01.srt.aln.bam.bai				
ERZ324361	PRJEB9586	SAMEA3302725		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324361/LP6005519-DNA_D04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324361/LP6005519-DNA_D04.srt.aln.bam.bai	ed9bb10b273f4642cd54f591741be6ba;3d7258af9c81fe5bab32a3647da71c19	126963569281;8876480	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324361/LP6005519-DNA_D04.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324361/LP6005519-DNA_D04.srt.aln.bam.bai				
ERZ324363	PRJEB9586	SAMEA3302696		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324363/LP6005519-DNA_D06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324363/LP6005519-DNA_D06.srt.aln.bam.bai	a387f981d5f8d42bdf306fadaf1830a6;ad2a911b173a66dce260be44c6fb107e	125071098911;8902032	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324363/LP6005519-DNA_D06.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324363/LP6005519-DNA_D06.srt.aln.bam.bai				
ERZ324365	PRJEB9586	SAMEA3302861		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324365/LP6005519-DNA_E05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324365/LP6005519-DNA_E05.srt.aln.bam.bai	b4440ee019de86fa676372dd0a61b151;5d76fe99dca628af70975eaec33ae06b	130592335618;8881752	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324365/LP6005519-DNA_E05.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324365/LP6005519-DNA_E05.srt.aln.bam.bai				
ERZ324368	PRJEB9586	SAMEA3302788				REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324368/LP6005519-DNA_F04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324368/LP6005519-DNA_F04.srt.aln.bam.bai	e1eff6f5c30ae2c87f9d98533d1124ef;797f15d4634c3eb3a21ef1c55a4cdce6	122387707521;8875048	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324368/LP6005519-DNA_F04.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324368/LP6005519-DNA_F04.srt.aln.bam.bai				
ERZ324370	PRJEB9586	SAMEA3302709		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324370/LP6005519-DNA_G02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324370/LP6005519-DNA_G02.srt.aln.bam.bai	ef09b18970e641b9bd77c43aba0bb55b;f842db2c684e503a7423f523138565df	159398173555;8884096	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324370/LP6005519-DNA_G02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324370/LP6005519-DNA_G02.srt.aln.bam.bai				
ERZ324375	PRJEB9586	SAMEA3302651		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324375/LP6005592-DNA_A02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324375/LP6005592-DNA_A02.srt.aln.bam.bai	185db322909cb6b9a1f0b4b5bbbbb774;6bcf706b07774c0d204a5f19d8cf2cb1	123705087517;8899176	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324375/LP6005592-DNA_A02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324375/LP6005592-DNA_A02.srt.aln.bam.bai				
ERZ324377	PRJEB9586	SAMEA3449879		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324377/LP6005592-DNA_B01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324377/LP6005592-DNA_B01.srt.aln.bam.bai	ce9f8daf75d860c64d91059aec0dd353;3515685292e3fdbea8af77a0fb3969bd	121223794567;8875336	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324377/LP6005592-DNA_B01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324377/LP6005592-DNA_B01.srt.aln.bam.bai				
ERZ324378	PRJEB9586	SAMEA3302905		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324378/LP6005592-DNA_B02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324378/LP6005592-DNA_B02.srt.aln.bam.bai	9da99d7b01ef787e928bf336ac2e52d2;5c5dcea9230fc7bb14915e97b0fe39a2	111199929430;8906528	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324378/LP6005592-DNA_B02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324378/LP6005592-DNA_B02.srt.aln.bam.bai				
ERZ324380	PRJEB9586	SAMEA3302907		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324380/LP6005592-DNA_B04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324380/LP6005592-DNA_B04.srt.aln.bam.bai	426191312b257ae95d0c0081927aacc5;eb10e328734302d64343bb4b0a5e823a	87564445833;8858728	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324380/LP6005592-DNA_B04.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324380/LP6005592-DNA_B04.srt.aln.bam.bai				
ERZ324383	PRJEB9586	SAMEA3302769		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324383/LP6005592-DNA_C03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324383/LP6005592-DNA_C03.srt.aln.bam.bai	4af2f24b8fcf6365cb9408bb62ce53d3;bef5bb490221701c123f9b6e7c09bc26	104759066641;8869024	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324383/LP6005592-DNA_C03.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324383/LP6005592-DNA_C03.srt.aln.bam.bai				
ERZ324385	PRJEB9586	SAMEA3302851		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324385/LP6005592-DNA_D01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324385/LP6005592-DNA_D01.srt.aln.bam.bai	eff84f02bea6468e150fd30ef1f8b78d;12728494ebe9b30aa543c7227a657609	106904689848;8881920	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324385/LP6005592-DNA_D01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324385/LP6005592-DNA_D01.srt.aln.bam.bai				
ERZ324388	PRJEB9586	SAMEA3302705		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324388/LP6005592-DNA_E01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324388/LP6005592-DNA_E01.srt.aln.bam.bai	20e2acf757d4ecc851e3681a6a85229d;b577285b575a87232ae169901f9e36a1	129464941835;8907096	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324388/LP6005592-DNA_E01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324388/LP6005592-DNA_E01.srt.aln.bam.bai				
ERZ324389	PRJEB9586	SAMEA3302699		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324389/LP6005592-DNA_E02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324389/LP6005592-DNA_E02.srt.aln.bam.bai	d2b73bad5481c6453d25852de8996f64;2c661c01a602a6c1a926cf1e31f766d2	132126843506;8906552	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324389/LP6005592-DNA_E02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324389/LP6005592-DNA_E02.srt.aln.bam.bai				
ERZ324390	PRJEB9586	SAMEA3302747		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324390/LP6005592-DNA_F01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324390/LP6005592-DNA_F01.srt.aln.bam.bai	471982a4145c876d955ba0c12fcf5b85;fa44f0fd028e155ff84b33804ae41667	112162545001;8855648	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324390/LP6005592-DNA_F01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324390/LP6005592-DNA_F01.srt.aln.bam.bai				
ERZ324392	PRJEB9586	SAMEA3302807		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324392/LP6005592-DNA_G01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324392/LP6005592-DNA_G01.srt.aln.bam.bai	9a84b6dda9d83e4ca1577ad8a41c5544;501e9a91262e81ffd41b1854948f43f0	144474816310;8893568	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324392/LP6005592-DNA_G01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324392/LP6005592-DNA_G01.srt.aln.bam.bai				
ERZ324393	PRJEB9586	SAMEA3302887		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324393/LP6005592-DNA_G03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324393/LP6005592-DNA_G03.srt.aln.bam.bai	67ad65678b77d49f28766b06a30cebf6;55ed4bb36f4f4b7c0883192163f527f1	120165569620;8934640	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324393/LP6005592-DNA_G03.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324393/LP6005592-DNA_G03.srt.aln.bam.bai				
ERZ324396	PRJEB9586	SAMEA3302857		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324396/LP6005619-DNA_B01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324396/LP6005619-DNA_B01.srt.aln.bam.bai	059b7095ef5730e1147a61f8fc76947c;6a35aa70f70f5e185b2760a19c544d70	119375589868;8884504	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324396/LP6005619-DNA_B01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324396/LP6005619-DNA_B01.srt.aln.bam.bai				
ERZ324397	PRJEB9586	SAMEA3302694		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324397/LP6005619-DNA_C01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324397/LP6005619-DNA_C01.srt.aln.bam.bai	6526bfa0548d45058b874a660af44018;3db8a08dc42376c849fc1e23e1b0a560	131264486302;8900672	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324397/LP6005619-DNA_C01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324397/LP6005619-DNA_C01.srt.aln.bam.bai				
ERZ324398	PRJEB9586	SAMEA3302768		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324398/LP6005677-DNA_A02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324398/LP6005677-DNA_A02.srt.aln.bam.bai	d7c216af14c5764d4ee9902c3af042dc;034a6338e4125c62dfd70ce76d68ff8a	97291908264;8830624	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324398/LP6005677-DNA_A02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324398/LP6005677-DNA_A02.srt.aln.bam.bai				
ERZ324400	PRJEB9586	SAMEA3302780		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324400/LP6005677-DNA_B01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324400/LP6005677-DNA_B01.srt.aln.bam.bai	7dd9038f3c179c80502a186d36b827de;66bdfe90ac99131994d66a63ed0db644	85612634990;8864504	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324400/LP6005677-DNA_B01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324400/LP6005677-DNA_B01.srt.aln.bam.bai				
ERZ324530	PRJEB9586	SAMEA3302681		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-04	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324530/SS6004477.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324530/SS6004477.srt.aln.bam.bai	bad224ee985b4f519a306abd3527151d;f575018a16d915a788412207874d7d1e	106073038163;8860856	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324530/SS6004477.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324530/SS6004477.srt.aln.bam.bai				
ERZ324531	PRJEB9586	SAMEA3302625		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-04	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324531/LP6007068-DNA_A01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324531/LP6007068-DNA_A01.srt.aln.bam.bai	043444514ab4286a5c76c4ac84cd76e6;d4469b8beceebba2b7888a59f32faa82	115887276943;8870976	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324531/LP6007068-DNA_A01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324531/LP6007068-DNA_A01.srt.aln.bam.bai				
ERZ324533	PRJEB9586	SAMEA3302733		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-04	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324533/SS6004480.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324533/SS6004480.srt.aln.bam.bai	66a548bcfe61182845caf0bb11cee6d2;e0b07c11499e46155024e8da9a8a1bfa	126907477281;8923144	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324533/SS6004480.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324533/SS6004480.srt.aln.bam.bai				
ERZ324536	PRJEB9586	SAMEA3302894		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-07-04	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324536/SS6004473.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324536/SS6004473.srt.aln.bam.bai	be66de210b792062bf7fffa7a39f0039;fcfb37bab4f626a1e60510ac2e215733	103979386833;8878152	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324536/SS6004473.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324536/SS6004473.srt.aln.bam.bai				
