analysis_accession	study_accession	sample_accession	analysis_type	tax_id	scientific_name	submitted_ftp
ERZ375634	PRJEB9586	SAMEA3302759	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375634/LP6005519-DNA_E06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375634/LP6005519-DNA_E06.annotated.nh2.vcf.gz.tbi
ERZ375639	PRJEB9586	SAMEA3302635	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375639/LP6005441-DNA_A05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375639/LP6005441-DNA_A05.annotated.nh2.vcf.gz.tbi
ERZ375549	PRJEB9586	SAMEA3302619	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375549/LP6005441-DNA_A04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375549/LP6005441-DNA_A04.annotated.nh2.vcf.gz.tbi
ERZ375556	PRJEB9586	SAMEA3302825	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375556/LP6005441-DNA_G08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375556/LP6005441-DNA_G08.annotated.nh2.vcf.gz.tbi
ERZ375646	PRJEB9586	SAMEA3449876	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375646/LP6005441-DNA_A06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375646/LP6005441-DNA_A06.annotated.nh2.vcf.gz.tbi
ERZ375564	PRJEB9586	SAMEA3302836	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375564/LP6005441-DNA_H08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375564/LP6005441-DNA_H08.annotated.nh2.vcf.gz.tbi
ERZ375648	PRJEB9586	SAMEA3302802	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375648/LP6005443-DNA_D02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375648/LP6005443-DNA_D02.annotated.nh2.vcf.gz.tbi
ERZ375567	PRJEB9586	SAMEA3302843	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375567/LP6005442-DNA_G04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375567/LP6005442-DNA_G04.annotated.nh2.vcf.gz.tbi
ERZ375568	PRJEB9586	SAMEA3302851	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375568/LP6005592-DNA_D01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375568/LP6005592-DNA_D01.annotated.nh2.vcf.gz.tbi
ERZ375572	PRJEB9586	SAMEA3302740	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375572/LP6005519-DNA_C04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375572/LP6005519-DNA_C04.annotated.nh2.vcf.gz.tbi
ERZ375577	PRJEB9586	SAMEA3302903	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375577/LP6005441-DNA_D02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375577/LP6005441-DNA_D02.annotated.nh2.vcf.gz.tbi
ERZ375578	PRJEB9586	SAMEA3302816	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375578/LP6005441-DNA_G02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375578/LP6005441-DNA_G02.annotated.nh2.vcf.gz.tbi
ERZ375579	PRJEB9586	SAMEA3302892	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375579/LP6005441-DNA_A10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375579/LP6005441-DNA_A10.annotated.nh2.vcf.gz.tbi
ERZ375581	PRJEB9586	SAMEA3302867	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375581/LP6005441-DNA_C06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375581/LP6005441-DNA_C06.annotated.nh2.vcf.gz.tbi
ERZ375583	PRJEB9586	SAMEA3302655	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375583/LP6005442-DNA_C02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375583/LP6005442-DNA_C02.annotated.nh2.vcf.gz.tbi
ERZ375586	PRJEB9586	SAMEA3302712	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375586/SS6004468.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375586/SS6004468.annotated.nh2.vcf.gz.tbi
ERZ375587	PRJEB9586	SAMEA3302750	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375587/LP6005677-DNA_C03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375587/LP6005677-DNA_C03.annotated.nh2.vcf.gz.tbi
ERZ375588	PRJEB9586	SAMEA3302849	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375588/LP6005443-DNA_F02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375588/LP6005443-DNA_F02.annotated.nh2.vcf.gz.tbi
ERZ375591	PRJEB9586	SAMEA3302652	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375591/LP6005592-DNA_B03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375591/LP6005592-DNA_B03.annotated.nh2.vcf.gz.tbi
ERZ375593	PRJEB9586	SAMEA3302834	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375593/LP6005519-DNA_G04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375593/LP6005519-DNA_G04.annotated.nh2.vcf.gz.tbi
ERZ375594	PRJEB9586	SAMEA3302763	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375594/LP6005443-DNA_A06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375594/LP6005443-DNA_A06.annotated.nh2.vcf.gz.tbi
ERZ375598	PRJEB9586	SAMEA3302756	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375598/LP6005441-DNA_E07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375598/LP6005441-DNA_E07.annotated.nh2.vcf.gz.tbi
ERZ375599	PRJEB9586	SAMEA3302735	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375599/LP6005442-DNA_H03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375599/LP6005442-DNA_H03.annotated.nh2.vcf.gz.tbi
ERZ375602	PRJEB9586	SAMEA3302893	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375602/LP6005441-DNA_E09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375602/LP6005441-DNA_E09.annotated.nh2.vcf.gz.tbi
ERZ375603	PRJEB9586	SAMEA3302610	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375603/LP6005519-DNA_C05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375603/LP6005519-DNA_C05.annotated.nh2.vcf.gz.tbi
ERZ375610	PRJEB9586	SAMEA3302719	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375610/SS6004478.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375610/SS6004478.annotated.nh2.vcf.gz.tbi
ERZ375611	PRJEB9586	SAMEA3302646	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375611/LP6005441-DNA_G09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375611/LP6005441-DNA_G09.annotated.nh2.vcf.gz.tbi
ERZ375613	PRJEB9586	SAMEA3302628	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375613/LP6005442-DNA_A10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375613/LP6005442-DNA_A10.annotated.nh2.vcf.gz.tbi
ERZ375614	PRJEB9586	SAMEA3302674	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375614/LP6005441-DNA_C10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375614/LP6005441-DNA_C10.annotated.nh2.vcf.gz.tbi
ERZ375620	PRJEB9586	SAMEA3302713	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375620/LP6005441-DNA_D09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375620/LP6005441-DNA_D09.annotated.nh2.vcf.gz.tbi
ERZ375622	PRJEB9586	SAMEA3302648	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375622/LP6005443-DNA_C02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375622/LP6005443-DNA_C02.annotated.nh2.vcf.gz.tbi
ERZ375625	PRJEB9586	SAMEA3302743	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375625/LP6005441-DNA_F08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375625/LP6005441-DNA_F08.annotated.nh2.vcf.gz.tbi
ERZ375633	PRJEB9586	SAMEA3302833	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375633/SS6004471.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375633/SS6004471.annotated.nh2.vcf.gz.tbi
ERZ375635	PRJEB9586	SAMEA3302669	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375635/LP6005441-DNA_B04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375635/LP6005441-DNA_B04.annotated.nh2.vcf.gz.tbi
ERZ375636	PRJEB9586	SAMEA3302708	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375636/LP6005677-DNA_D03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375636/LP6005677-DNA_D03.annotated.nh2.vcf.gz.tbi
ERZ375637	PRJEB9586	SAMEA3302693	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375637/LP6005442-DNA_D02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375637/LP6005442-DNA_D02.annotated.nh2.vcf.gz.tbi
ERZ375638	PRJEB9586	SAMEA3302718	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375638/LP6005442-DNA_A03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375638/LP6005442-DNA_A03.annotated.nh2.vcf.gz.tbi
ERZ375641	PRJEB9586	SAMEA3302908	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375641/LP6005592-DNA_H03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375641/LP6005592-DNA_H03.annotated.nh2.vcf.gz.tbi
ERZ375643	PRJEB9586	SAMEA3302865	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375643/LP6005441-DNA_A12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375643/LP6005441-DNA_A12.annotated.nh2.vcf.gz.tbi
ERZ375645	PRJEB9586	SAMEA3302616	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375645/LP6005441-DNA_D07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375645/LP6005441-DNA_D07.annotated.nh2.vcf.gz.tbi
ERZ375650	PRJEB9586	SAMEA3302699	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375650/LP6005592-DNA_E02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375650/LP6005592-DNA_E02.annotated.nh2.vcf.gz.tbi
ERZ125624	PRJEB9586	SAMEA3302673	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ125/ERZ125624/srt.aln.bam
ERZ125631	PRJEB9586	SAMEA3302766	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ125/ERZ125631/srt.aln.bam
ERZ125644	PRJEB9586	SAMEA3302808	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ125/ERZ125644/srt.aln.bam
ERZ125656	PRJEB9586	SAMEA3302820	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ125/ERZ125656/srt.aln.bam
ERZ125657	PRJEB9586	SAMEA3302837	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ125/ERZ125657/srt.aln.bam
ERZ125660	PRJEB9586	SAMEA3302613	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ125/ERZ125660/srt.aln.bam
ERZ125662	PRJEB9586	SAMEA3302745	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ125/ERZ125662/srt.aln.bam
ERZ312775	PRJEB9586	SAMEA3302841	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312775/LP6005441-DNA_B03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312775/LP6005441-DNA_B03.srt.aln.bam.bai
ERZ312780	PRJEB9586	SAMEA3302716	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312780/LP6005441-DNA_B08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312780/LP6005441-DNA_B08.srt.aln.bam.bai
ERZ312784	PRJEB9586	SAMEA3302867	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312784/LP6005441-DNA_C06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312784/LP6005441-DNA_C06.srt.aln.bam.bai
ERZ312785	PRJEB9586	SAMEA3302771	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312785/LP6005441-DNA_C07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312785/LP6005441-DNA_C07.srt.aln.bam.bai
ERZ312786	PRJEB9586	SAMEA3302846	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312786/LP6005441-DNA_C08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312786/LP6005441-DNA_C08.srt.aln.bam.bai
ERZ312788	PRJEB9586	SAMEA3302674	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312788/LP6005441-DNA_C10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312788/LP6005441-DNA_C10.srt.aln.bam.bai
ERZ312789	PRJEB9586	SAMEA3302890	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312789/LP6005441-DNA_D01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312789/LP6005441-DNA_D01.srt.aln.bam.bai
ERZ312794	PRJEB9586	SAMEA3302906	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312794/LP6005441-DNA_D06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312794/LP6005441-DNA_D06.srt.aln.bam.bai
ERZ312795	PRJEB9586	SAMEA3302713	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312795/LP6005441-DNA_D09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312795/LP6005441-DNA_D09.srt.aln.bam.bai
ERZ312797	PRJEB9586	SAMEA3302813	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312797/LP6005441-DNA_D11.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312797/LP6005441-DNA_D11.srt.aln.bam.bai
ERZ312800	PRJEB9586	SAMEA3302798	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312800/LP6005441-DNA_E03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312800/LP6005441-DNA_E03.srt.aln.bam.bai
ERZ312804	PRJEB9586	SAMEA3302653	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312804/LP6005441-DNA_E08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312804/LP6005441-DNA_E08.srt.aln.bam.bai
ERZ312809	PRJEB9586	SAMEA3302749	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312809/LP6005441-DNA_F05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312809/LP6005441-DNA_F05.srt.aln.bam.bai
ERZ312818	PRJEB9586	SAMEA3302880	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312818/LP6005441-DNA_G05.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312818/LP6005441-DNA_G05.srt.aln.bam.bai
ERZ312820	PRJEB9586	SAMEA3302866	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312820/LP6005441-DNA_G07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312820/LP6005441-DNA_G07.srt.aln.bam.bai
ERZ312822	PRJEB9586	SAMEA3302646	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312822/LP6005441-DNA_G09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312822/LP6005441-DNA_G09.srt.aln.bam.bai
ERZ312823	PRJEB9586	SAMEA3302786	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312823/LP6005441-DNA_G10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312823/LP6005441-DNA_G10.srt.aln.bam.bai
ERZ312828	PRJEB9586	SAMEA3302904	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312828/LP6005441-DNA_H07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312828/LP6005441-DNA_H07.srt.aln.bam.bai
ERZ312830	PRJEB9586	SAMEA3302897	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312830/LP6005441-DNA_H09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312830/LP6005441-DNA_H09.srt.aln.bam.bai
ERZ312832	PRJEB9586	SAMEA3302632	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312832/LP6005442-DNA_A02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312832/LP6005442-DNA_A02.srt.aln.bam.bai
ERZ312834	PRJEB9586	SAMEA3302649	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312834/LP6005442-DNA_A08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312834/LP6005442-DNA_A08.srt.aln.bam.bai
ERZ312838	PRJEB9586	SAMEA3302835	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312838/LP6005442-DNA_B02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312838/LP6005442-DNA_B02.srt.aln.bam.bai
ERZ312840	PRJEB9586	SAMEA3302678	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312840/LP6005442-DNA_B08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312840/LP6005442-DNA_B08.srt.aln.bam.bai
ERZ312841	PRJEB9586	SAMEA3302881	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312841/LP6005442-DNA_B10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312841/LP6005442-DNA_B10.srt.aln.bam.bai
ERZ312843	PRJEB9586	SAMEA3302885	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312843/LP6005442-DNA_B12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312843/LP6005442-DNA_B12.srt.aln.bam.bai
ERZ312845	PRJEB9586	SAMEA3302874	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312845/LP6005442-DNA_C04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312845/LP6005442-DNA_C04.srt.aln.bam.bai
ERZ312846	PRJEB9586	SAMEA3302751	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312846/LP6005442-DNA_C10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312846/LP6005442-DNA_C10.srt.aln.bam.bai
ERZ324260	PRJEB9586	SAMEA3302781	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324260/LP6005442-DNA_E12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324260/LP6005442-DNA_E12.srt.aln.bam.bai
ERZ324261	PRJEB9586	SAMEA3302706	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324261/LP6005442-DNA_F01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324261/LP6005442-DNA_F01.srt.aln.bam.bai
ERZ324269	PRJEB9586	SAMEA3302624	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324269/LP6005442-DNA_G02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324269/LP6005442-DNA_G02.srt.aln.bam.bai
ERZ324270	PRJEB9586	SAMEA3302679	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324270/LP6005442-DNA_G03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324270/LP6005442-DNA_G03.srt.aln.bam.bai
ERZ324271	PRJEB9586	SAMEA3302843	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324271/LP6005442-DNA_G04.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324271/LP6005442-DNA_G04.srt.aln.bam.bai
