# nrow	Sequencing Panel	Sample ID (Illumina)	Sample ID (Collaborator)	Sample ID (SGDP)	DNA Source	Embargo level (X=Fully Public, Y=Signed Letter)	Genetic sex assignment	Population ID	Region	Country	Town	Latitude	Longitude	Coverage (mean)	Number of bases covered without masking	Number of bases covered filter level >=0	Number of bases covered filter level >=1	Number of bases covered filter level >=9	Divergence per bp to hg19 without masking	Divergence per bp to hg19 filter level >=0	Divergence per bp to hg19 filter level >=1	Divergence per bp to hg19 filter level >=9	mtDNA haplogroup	Y haplogroup	samtools autosomal heterozygosity	samtools X heterozygosity	mlrho autosomal heterozygosity	mlrho X chromosome heterozygosity	zygosities:mlrho_X_het_lowerBound	zygosities:mlrho_X_het_upperBound	GATK heterozygosity rate filter level without masking	GATK heterozygosity rate filter level filter level >=0	GATK heterozygosity rate filter level filter level >=1	GATK heterozygosity rate filter level filter level >=9	Neanderthal ancestry estimate based on rate of nd10 sites	Denisova ancestry estimate based on rate of nd10 sites	Discordance rate with Human Origins SNP array	Fraction of variants not seen in 1kg at filter level >=1 	Fraction of genome covered at 20X	Fraction of genome covered at 10X	Concordance with Omni genotyping array	Contamination estimate (conTEST) at filter level>=0 (fraction)	Contamination estimate (conTEST) at filter level>=1 (fraction)	Contamination estimate (conTEST) at filter level>=9 (fraction)
223	C	LP6005441-DNA_G11	HGDP00208	S_Sindhi-1	Genomic_from_cell_lines	X	XY	Sindhi	SouthAsia	Pakistan	?	25.5	69	39.87	2656442412	2322632927	2132413610	1220316180	0.001040608	0.000922126	0.000878427	0.000846	M30f	R1a1a1b2a1a1	0.000831577	4.5e-05	0.000891	6.8e-05	6.63e-05	6.97e-05	0.000870424	0.000726683	0.000696217	0.000672496	0.022	0.003	0.008	0.0158	0.89	0.92	0.993	0.001	0.001	0.001
224	C	LP6005441-DNA_H11	HGDP00195	S_Sindhi-2	Genomic_from_cell_lines	X	XX	Sindhi	SouthAsia	Pakistan	?	25.5	69	38.9	2657242233	2327638350	2137571017	1277700996	0.001031185	0.000916511	0.000871298	0.000835	R5a2a	..	0.000902062	0.000490554	0.000929	0.000544	0.000538	0.000549	0.000939883	0.000796442	0.000760262	0.000733035	0.019	0.003	0.002	0.0143	0.9	0.91	0.993	0.003	0.003	0.003
225	C	LP6005519-DNA_C04	Y4	S_Yadava-1	Genomic_from_blood	X	XY	Yadava	SouthAsia	India	Visakhapatnam	17.7	83.3	55.0	2620458752	2293127082	2098918544	1189537839	0.001037577	0.000922607	0.000876492	0.000837	M30c	H2b	0.000844544	4.06e-05	0.000917	6.39e-05	6.21e-05	6.56e-05	0.000889418	0.000746385	0.000711831	0.000679501	0.022	0.004	..	0.0159	0.91	0.92	0.992	0.001	0.001	0.001
226	C	LP6005519-DNA_D04	Y8	S_Yadava-2	Genomic_from_blood	X	XY	Yadava	SouthAsia	India	Visakhapatnam	17.7	83.3	49.88	2646520708	2318321076	2122786104	1200663735	0.001040294	0.00092241	0.000876299	0.00084	M2a1	H2b	0.000869307	4.22e-05	0.000934	6.74e-05	6.57e-05	6.92e-05	0.000909227	0.000762396	0.000727045	0.000693259	0.022	0.004	..	0.0157	0.91	0.92	0.993	0.001	0.001	0.001
227	C	LP6005442-DNA_C02	abh107	S_Abkhasian-1	Genomic_from_blood	X	XY	Abkhasian	WestEurasia	Abkhazia	Sukhum	43	41	37.58	2656458716	2328128392	2114308538	1183937508	0.001017266	0.00090293	0.00085782	0.00083	U1a1	G	0.000847417	3.85e-05	0.000907	6.13e-05	5.97e-05	6.29e-05	0.000887818	0.000748156	0.000714751	0.000689559	0.019	0.001	0.002	0.0167	0.88	0.92	0.992	0.001	0.001	0.001
228	C	LP6005442-DNA_D02	abh100	S_Abkhasian-2	Genomic_from_blood	X	XY	Abkhasian	WestEurasia	Russia	Sukhum	43	41	38.86	2656242720	2326074487	2118085595	1190308275	0.001026475	0.000910859	0.000865282	0.000837	H	J2a1b	0.000860102	4.05e-05	0.000919	6.33e-05	6.17e-05	6.5e-05	0.000896556	0.000753653	0.000718843	0.000693736	0.016	0.001	..	0.0166	0.89	0.92	0.993	0.001	0.001	0.001
229	C	LP6005441-DNA_A01	HGDP01402	S_Adygei-1	Genomic_from_cell_lines	X	XY	Adygei	WestEurasia	Russia(Caucasus)	Krasnodar	44	39	41.57	2655365046	2325936621	2153096576	1186134003	0.00102338	0.00090772	0.00086483	0.000829	U1a1	R1a1a1b1a1b1	0.000861685	4.6e-05	0.000924	7.22e-05	7.04e-05	7.4e-05	0.000897764	0.000752241	0.00072012	0.000691904	0.02	0.002	0.002	0.0171	0.89	0.92	0.992	0.001	0.001	..
230	C	LP6005441-DNA_B01	HGDP01401	S_Adygei-2	Genomic_from_cell_lines	X	XX	Adygei	WestEurasia	Russia(Caucasus)	Krasnodar	44	39	35.33	2655195839	2325137228	2144933410	1219102249	0.001015584	0.000904093	0.000861001	0.000822	H3am	..	0.000886266	0.000473681	0.000908	0.000527	0.000522	0.000532	0.000921278	0.000782074	0.000748539	0.00072432	0.019	0.001	0.002	0.0172	0.9	0.91	0.993	0.001	0.001	0.001
231	C	LP6005677-DNA_B01	ALB212	S_Albanian-1	Genomic_from_blood	X	XX	Albanian	WestEurasia	Albania	Tirana	41.3	19.8	36.15	2655073901	2327549539	2117673945	1176695155	0.001021597	0.000904042	0.000862619	0.000838	H9a	..	0.000867696	0.000440796	0.000913	0.000518	0.000513	0.000523	0.000909494	0.000761022	0.000727773	0.000708094	0.021	0.001	0.002	0.0149	0.9	0.91	0.992	0.001	0.001	0.001
232	C	LP6005442-DNA_G02	armenia293	S_Armenian-1	Genomic_from_blood	X	XY	Armenian	WestEurasia	Armenia	Yerevan but all 4 ancestorscome from Nagorno Kharabakh	40.2	44.5	39.89	2656817087	2328776700	2151788919	1216355597	0.001024405	0.000909094	0.00086666	0.000834	X2i	J2a1h2	0.000860548	4.04e-05	0.000908	5.86e-05	5.7e-05	6.02e-05	0.000896065	0.00075375	0.000721509	0.000693017	0.019	0.001	0.005	0.0171	0.89	0.92	0.993	0.001	0.001	0.001
233	C	LP6005519-DNA_F03	Armenian222	S_Armenian-2	Genomic_from_blood	X	XY	Armenian	WestEurasia	Armenia	born in Akhuzyan but all 4 ancestors come from Kars - now Turkey	40.2	44.5	45.36	2652760291	2322453736	2154413946	1156883490	0.001024859	0.000909211	0.000866953	0.000834	T1	R1b1a2a2a	0.000867022	3.89e-05	0.000928	6.36e-05	6.2e-05	6.53e-05	0.000904004	0.00076046	0.000728241	0.000698718	0.019	0.001	..	0.017	0.9	0.92	0.993	0.001	0.001	0.001
234	C	LP6005441-DNA_C02	HGDP01364	S_Basque-1	Genomic_from_cell_lines	X	XY	Basque	WestEurasia	France	?	43	0	41.85	2655928115	2326869671	2147141514	1204140397	0.001020123	0.000904462	0.000859885	0.000817	H1e1a	R1b1a2a1a2a1a1a	0.000843584	4.51e-05	0.000905	6.75e-05	6.58e-05	6.92e-05	0.000882573	0.000739963	0.000707167	0.000676322	0.019	0.001	0.002	0.0114	0.89	0.92	0.993	0.001	0.001	0.001
235	C	LP6005441-DNA_D02	HGDP01365	S_Basque-2	Genomic_from_cell_lines	X	XX	Basque	WestEurasia	France	?	43	0	38.49	2656026195	2328241744	2133458267	1214964552	0.001014816	0.000900331	0.000855989	0.000814	H2a5a1a	..	0.000853466	0.000454996	0.000889	0.000518	0.000512	0.000523	0.000893267	0.000753822	0.000719952	0.000689824	0.019	0.001	0.003	0.0117	0.9	0.91	0.993	0.001	0.001	0.001
236	C	LP6005441-DNA_E02	HGDP00616	S_BedouinB-1	Genomic_from_cell_lines	X	XY	BedouinB	WestEurasia	Israel(Negev)	?	31	35	43.86	2655508596	2325932645	2133544073	1162079899	0.001041511	0.000922275	0.000877303	0.000842	R0a2c	J1b2b	0.000821967	4.27e-05	0.00088	6.64e-05	6.47e-05	6.82e-05	0.000861858	0.000717474	0.000686032	0.000659806	0.016	0	0.002	0.0179	0.9	0.92	0.993	0.001	0.001	0.001
237	C	LP6005441-DNA_F02	HGDP00650	S_BedouinB-2	Genomic_from_cell_lines	X	XX	BedouinB	WestEurasia	Israel(Negev)	?	31	35	42.04	2655154469	2325395441	2139024777	1262963177	0.001035802	0.000918499	0.000874456	0.00084	T2c	..	0.000890996	0.000470023	0.000924	0.000535	0.00053	0.000541	0.000929885	0.000783317	0.000749747	0.000725076	0.015	0.001	0.003	0.0182	0.91	0.91	0.993	0.001	0.001	0.001
238	C	LP6005441-DNA_A06	HGDP01153	S_Bergamo-1	Genomic_from_cell_lines	X	XY	Bergamo	WestEurasia	Italy(Bergamo)	?	..	..	68.6	2657453944	2321398214	2140671417	1157895928	0.001018956	0.000903427	0.000856607	0.000807	H3:3	I2a2b	0.000853331	4.51e-05	0.000933	7.02e-05	6.83e-05	7.22e-05	0.000890911	0.000748063	0.000713852	0.000676402	..	..	..	..	0.92	0.92	0.993	0.001	0.001	0.001
239	C	LP6005441-DNA_B06	HGDP01172	S_Bergamo-2	Genomic_from_cell_lines	X	XX	Bergamo	WestEurasia	Italy(Bergamo)	?	46	10	80.02	2657464259	2318228436	2149704932	1211887242	0.001023189	0.00090571	0.000858259	0.000808	HV0:0	..	0.000871026	0.000454423	0.00094	0.000534	0.000527	0.000541	0.000914489	0.000770713	0.00073751	0.000708073	0.02	0.001	0.002	0.0153	0.91	0.92	0.993	0.001	0.001	0.001
240	C	LP6005442-DNA_A03	BulgarianB4	S_Bulgarian-1	Genomic_from_blood	X	XY	Bulgarian	WestEurasia	Bulgaria	Plovdiv	42.2	24.7	42.71	2653525177	2320928774	2151487409	1214033521	0.001020369	0.00090234	0.000859997	0.000829	H9a	J2b2a1a	0.000862983	4.23e-05	0.000926	7e-05	6.82e-05	7.17e-05	0.000901887	0.000756945	0.000725899	0.000703726	0.019	0	0.004	0.0141	0.9	0.92	0.993	0.001	0.001	0.001
241	C	LP6005442-DNA_B03	BulgarianC1	S_Bulgarian-2	Genomic_from_blood	X	XY	Bulgarian	WestEurasia	Bulgaria	Plovdiv	42.2	24.7	37.52	2656664173	2320496827	2118117821	1158771503	0.001013044	0.000897445	0.000855065	0.000823	H1	E1b1b1a1b	0.000857823	4.06e-05	0.00091	6.21e-05	6.05e-05	6.38e-05	0.00089423	0.000752009	0.000719959	0.000690699	0.018	0.001	0.003	0.0144	0.88	0.92	0.993	0.001	0.001	0.001
242	C	LP6005442-DNA_D03	ch113	S_Chechen-1	Genomic_from_blood	X	XY	Chechen	WestEurasia	Russia	Grozny_in_Chechen_Republic	43.3	45.7	43.16	2656870789	2323780294	2146732759	1228776181	0.001025601	0.000906715	0.000864795	0.000834	N9a3	J1	0.000866494	3.87e-05	0.000922	6e-05	5.84e-05	6.16e-05	0.000905597	0.0007588	0.00072772	0.000701581	0.019	0.001	0.002	0.0164	0.9	0.92	0.993	0.001	0.001	0.001
243	C	LP6005443-DNA_H05	NA15728	S_Czech-2	Genomic_from_cell_lines	X	XY	Czech	WestEurasia	Czechoslovia(pre1989)	Cell_line_repository_sampling_location_unknown	50.1	14.4	49.74	2641158696	2311293299	2119275988	1172650325	0.001015739	0.000902098	0.000855626	0.00081	T2e	J1b2	0.000851241	4.26e-05	0.00091	6.19e-05	6.03e-05	6.36e-05	0.000885979	0.000744867	0.000710133	0.000674879	0.019	0.001	0.002	0.0132	0.91	0.92	0.993	0.001	0.001	0.001
244	C	LP6005443-DNA_D01	HGDP00569	S_Druze-1	Genomic_from_cell_lines	X	XX	Druze	WestEurasia	Israel(Carmel)	?	32	35	50.2	2640182113	2306903634	2131607955	1227816432	0.001029898	0.00091344	0.000869233	0.000828	K1a6	..	0.000899842	0.000512136	0.000937	0.00058	0.000574	0.000586	0.000937567	0.000792597	0.000757923	0.00072857	0.018	0.001	0.002	0.0169	0.91	0.91	0.993	0.001	0.001	0.001
245	C	LP6005441-DNA_G04	HGDP00597	S_Druze-2	Genomic_from_cell_lines	X	XY	Druze	WestEurasia	Israel(Carmel)	?	32	35	44.56	2655874688	2316633360	2148207435	1237434610	0.001025043	0.000906728	0.000864761	0.000834	H33b	J1b2b	0.000823303	4.37e-05	0.000886	6.56e-05	6.39e-05	6.73e-05	0.000862476	0.000717596	0.000688124	0.000655436	0.016	0.001	0.002	0.0172	0.9	0.92	0.993	0.001	0.001	0.001
246	C	LP6005442-DNA_E10	HG00126	S_English-1	Genomic_from_cell_lines	X	XY	English	WestEurasia	England	Kent	51.2	0.7	41.37	2657525650	2324902200	2124590030	1164563806	0.001013781	0.000899436	0.000854693	0.000818	H23	R1b1a2a1a2a1b1a	0.000844094	4.48e-05	0.000896	6.32e-05	6.16e-05	6.48e-05	0.000876647	0.00073733	0.000704021	0.000670383	0.019	0.001	0.002	0.0094	0.89	0.92	0.993	0.001	0.001	0.001
247	C	LP6005442-DNA_F10	HG00128	S_English-2	Genomic_from_cell_lines	X	XX	English	WestEurasia	England	Kent	51.2	0.7	45.54	2658106247	2322023957	2121844503	1204931830	0.001017316	0.000900704	0.00085643	0.000821	K2b1	..	0.000872851	0.000479134	0.000901	0.000548	0.000542	0.000553	0.000908831	0.000766004	0.000731948	0.000705813	0.019	0.001	0.002	0.0096	0.91	0.91	0.993	0.001	0.001	0.001
248	C	LP6005442-DNA_H03	Est375	S_Estonian-1	Genomic_from_blood	X	XY	Estonian	WestEurasia	Estonia	Parnu	58.5	24.9	38.39	2655960185	2327850401	2157415068	1276080106	0.001014076	0.000897803	0.000856549	0.000832	U4b1a1a1	N1c1a1a1b	0.000848309	3.8e-05	0.0009	6.03e-05	5.87e-05	6.19e-05	0.000883004	0.000741989	0.000711359	0.000691364	0.019	0.001	0.002	0.0128	0.88	0.92	0.993	0.001	0.001	0.001
249	C	LP6005442-DNA_G03	Est400	S_Estonian-2	Genomic_from_blood	X	XY	Estonian	WestEurasia	Estonia	Avinurme	58.5	24.9	35.24	2656979135	2325107757	2114324326	1257686281	0.001013965	0.000899915	0.000858634	0.000834	H1a	N1c1a1a1a	0.000841472	4.14e-05	0.000879	5.53e-05	5.38e-05	5.68e-05	0.000876717	0.000737862	0.000707108	0.000686837	0.02	0.002	0.002	0.0122	0.87	0.92	0.993	0.001	0.001	0.001
250	C	LP6005442-DNA_D10	HG00174	S_Finnish-1	Genomic_from_cell_lines	X	XX	Finnish	WestEurasia	Finland	?	60.2	24.9	38.85	2657082791	2320962024	2125273986	1261448532	0.001014018	0.000900337	0.000856632	0.000822	U5b1b2	..	0.000872678	0.000465564	0.000894	0.000515	0.00051	0.00052	0.000907974	0.000770589	0.000736731	0.000712245	0.019	0.001	0.002	0.0093	0.9	0.91	0.993	0.001	0.001	0.001
251	C	LP6005442-DNA_C10	HG00190	S_Finnish-2	Genomic_from_cell_lines	X	XY	Finnish	WestEurasia	Finland	?	60.2	24.9	35.22	2657135550	2327317677	2237999753	1252746768	0.001018725	0.000906022	0.000871302	0.00083	H7a1a	I1a1b5	0.000852062	4.34e-05	0.000893	5.9e-05	5.74e-05	6.05e-05	0.000881105	0.000746392	0.000722172	0.000728041	0.017	0.001	0.002	0.0108	0.87	0.92	0.993	0.001	0.001	0.001
252	C	LP6005592-DNA_A02	HG00360	S_Finnish-3	Genomic_from_cell_lines	X	XY	Finnish	WestEurasia	Finland	?	60.2	24.9	45.6	2656419723	2316204756	2195341981	1269284792	0.001018862	0.000902509	0.000869615	0.000824	H2a1	I2a1b3a	0.000848862	4.59e-05	0.000897	6.28e-05	6.12e-05	6.45e-05	0.000882995	0.000742783	0.000720665	0.000723222	0.02	0.001	..	0.0103	0.9	0.92	0.992	0.001	0.001	0.001
253	C	LP6005441-DNA_A05	HGDP00530	S_French-1	Genomic_from_cell_lines	X	XY	French	WestEurasia	France	?	46	2	44.26	2655367812	2315823711	2121019708	1206383584	0.001019988	0.000903278	0.000857381	0.000815	H1aq	J2a1b1	0.000824375	4.2e-05	0.000876	6.32e-05	6.15e-05	6.49e-05	0.000857761	0.000718173	0.000686782	0.000657506	0.018	0.001	0.002	0.0138	0.9	0.92	0.993	0.001	0.001	0.001
254	C	LP6005441-DNA_B05	HGDP00526	S_French-2	Genomic_from_cell_lines	X	XX	French	WestEurasia	France	?	46	2	40.2	2655463948	2316598367	2106242928	1288172992	0.001013066	0.000901174	0.000854551	0.000812	H1c	..	0.000871872	0.00046435	0.000894	0.000524	0.000519	0.000529	0.000901935	0.000766571	0.000731174	0.000701841	0.019	0.001	0.002	0.013	0.91	0.91	0.993	0.001	0.001	0.001
255	C	LP6005442-DNA_B04	mg27	S_Georgian-1	Genomic_from_blood	X	XY	Georgian	WestEurasia	Georgia	Zugdidi_in_Megrelia	42.5	41.9	42.73	2656336531	2328989962	2143871671	1193845874	0.00102855	0.000911124	0.000869861	0.000845	U4a2	G	0.000868154	3.87e-05	0.000926	6.35e-05	6.19e-05	6.52e-05	0.000904872	0.000759258	0.000728328	0.00070804	0.021	0.001	0.003	0.0167	0.9	0.92	0.993	0.001	0.001	0.001
256	C	LP6005442-DNA_A04	mg31	S_Georgian-2	Genomic_from_blood	X	XY	Georgian	WestEurasia	Georgia	Zugdidi_in_Megrelia	42.5	41.9	33.95	2655398861	2331031558	2165095442	1247126696	0.001020746	0.000905632	0.000864754	0.000836	U4a2	J2a	0.000851471	4.12e-05	0.000908	6.38e-05	6.22e-05	6.54e-05	0.000889008	0.000748157	0.000717129	0.000692329	0.018	0	0.004	0.0163	0.86	0.92	0.993	0.001	0.001	0.001
257	C	LP6005442-DNA_G07	NA17377	S_Greek-1	Genomic_from_cell_lines	X	XY	Greek	WestEurasia	Greece	Cell_line_repository_sampling_location_unknown	38	23.7	37.73	2656107820	2325767121	2126178715	1198525669	0.001017481	0.000904205	0.000860386	0.000825	H11a	E1b1b1a1b	0.000859087	4.5e-05	0.000904	6.2e-05	6.04e-05	6.36e-05	0.000892234	0.000750922	0.000717647	0.00069138	0.018	0	0.002	0.0148	0.88	0.92	0.992	0.001	0.001	0.001
258	C	LP6005443-DNA_A06	NA17374	S_Greek-2	Genomic_from_cell_lines	X	XY	Greek	WestEurasia	Greece	Cell_line_repository_sampling_location_unknown	38	23.7	45.48	2655824167	2325142337	2137222669	1263729493	0.001021759	0.000905246	0.000860161	0.000822	H28	G	0.000855301	4e-05	0.000921	6.02e-05	5.85e-05	6.18e-05	0.000893815	0.000753196	0.000720366	0.000694409	0.018	0	0.002	0.0168	0.9	0.92	0.993	0.001	0.001	0.001
259	C	LP6005442-DNA_B08	NA15203	S_Hungarian-1	Genomic_from_cell_lines	X	XX	Hungarian	WestEurasia	Hungary	Cell_line_repository_sampling_location_unknown	47.5	19.1	40.05	2657088961	2327696162	2154214582	1284787082	0.001020985	0.000904096	0.000861502	0.000827	J1c7a	..	0.000882884	0.000440838	0.000921	0.000508	0.000502	0.000513	0.000920555	0.000774597	0.000740827	0.000715081	0.02	0.001	0.002	0.0132	0.91	0.91	0.993	0.001	0.001	0.001
260	C	LP6005442-DNA_A08	NA15202	S_Hungarian-2	Genomic_from_cell_lines	X	XY	Hungarian	WestEurasia	Hungary	Cell_line_repository_sampling_location_unknown	47.5	19.1	40.73	2656052381	2325621048	2156783463	1176023214	0.00101902	0.000900668	0.000858683	0.000823	H49a1	I1a2a1a	0.000858883	4.26e-05	0.000923	6.97e-05	6.79e-05	7.14e-05	0.000897041	0.000750189	0.000718311	0.000686674	0.02	0.001	0.002	0.0132	0.89	0.92	0.993	0.001	0.001	0.001
261	C	LP6005442-DNA_D08	NA15761	S_Icelandic-1	Genomic_from_cell_lines	X	XX	Icelandic	WestEurasia	Iceland	Cell_line_repository_sampling_location_unknown	64.1	-21.9	38.34	2655400465	2323673803	2135537556	1180385044	0.00100761	0.000894346	0.000850592	0.000807	K1c2	..	0.000868248	0.000492134	0.000888	0.000549	0.000544	0.000554	0.000905959	0.000769816	0.000735193	0.000703395	0.021	0	0.002	0.0118	0.9	0.91	0.993	0.001	0.001	0.001
262	C	LP6005443-DNA_B06	NA15763	S_Icelandic-2	Genomic_from_cell_lines	X	XX	Icelandic	WestEurasia	Iceland	Cell_line_repository_sampling_location_unknown	64.1	-21.9	49.25	2656680771	2325803136	2134637684	1269013798	0.001008044	0.000896089	0.000850783	0.000809	H2a2a2	..	0.000853338	0.000414235	0.000894	0.000479	0.000473	0.000484	0.00089143	0.00075481	0.000719868	0.00068849	0.02	0.001	0.002	0.0123	0.91	0.91	0.993	0.001	0.001	0.001
263	C	LP6005442-DNA_C04	iran17	S_Iranian-1	Genomic_from_blood	X	XY	Iranian	WestEurasia	Iran	migrants_collected_in_Kuwait	35.6	51.5	38.65	2656711285	2328317390	2140276264	1238166400	0.001029566	0.000915823	0.00087469	0.000851	J1b	Q1b1a	0.000881066	4.16e-05	0.000937	6.58e-05	6.41e-05	6.75e-05	0.0009172	0.000775527	0.000742945	0.000724235	0.016	0.001	0.004	0.0172	0.89	0.92	0.993	0.001	0.001	0.001
264	C	LP6005443-DNA_B10	iran11	S_Iranian-2	Genomic_from_blood	X	XY	Iranian	WestEurasia	Iran	migrants_collected_in_Kuwait	35.6	51.5	45.78	2652125598	2326341178	2152004784	1228275592	0.001027959	0.000911579	0.000869419	0.00084	H1:0	E1b1b1a1c	0.000859416	4.27e-05	0.000917	6.85e-05	6.67e-05	7.02e-05	0.000896332	0.000753015	0.000720959	0.000696725	0.018	0.001	0.002	0.0162	0.9	0.92	0.993	0.001	0.001	0.001
265	C	LP6005592-DNA_F01	IraqiJew1771	S_Iraqi_Jew-1	Genomic_from_cell_lines	X	XX	Iraqi_Jew	WestEurasia	Iraq	Cell_line_repository	33.3	44.4	41.9	2648671172	2316355714	2111527206	1232285404	0.001025398	0.000909535	0.00086351	0.000817	U2e3	..	0.00087221	0.000472471	0.000903	0.000533	0.000528	0.000538	0.000912504	0.000769919	0.00073401	0.000699761	0.018	0.002	0.002	0.0192	0.91	0.91	0.993	0.001	0.001	0.001
266	C	LP6005592-DNA_E01	IraqiJew4291	S_Iraqi_Jew-2	Genomic_from_cell_lines	X	XY	Iraqi_Jew	WestEurasia	Iraq	Cell_line_repository	33.3	44.4	46.39	2655842810	2319098840	2081844018	1250283136	0.001025023	0.000911041	0.000861585	0.000815	J1b2	J1b2b	0.000855147	4.33e-05	0.000921	5.77e-05	5.61e-05	5.93e-05	0.000899767	0.000762581	0.000726875	0.000692708	0.019	0.001	0.002	0.0179	0.9	0.92	0.992	0.003	0.003	0.003
267	C	LP6005592-DNA_G03	Jordan445	S_Jordanian-1	Genomic_from_blood	X	XY	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.1	35.9	46.13	2655474004	2311205495	2059551931	1173382563	0.001039336	0.000919178	0.000879733	0.000878	HV1c	J2a	0.00079867	6.15e-05	0.00084	7.35e-05	7.16e-05	7.54e-05	0.000850514	0.000705125	0.000673987	0.000668991	0.015	0.001	0.002	0.0204	0.79	0.89	0.991	0.001	0.001	0.001
268	C	LP6005442-DNA_F04	Jordan603	S_Jordanian-2	Genomic_from_blood	X	XY	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.1	35.9	36.71	2655488084	2331275391	2166024086	1213699556	0.001038564	0.000922379	0.000881516	0.000856	H1:0	J1b2b	0.000822002	4.41e-05	0.000876	6.6e-05	6.43e-05	6.76e-05	0.000858015	0.000720103	0.000690202	0.000661057	0.015	0	0.002	0.0162	0.88	0.92	0.994	0.001	0.001	0.001
269	C	LP6005442-DNA_E04	Jordan214	S_Jordanian-3	Genomic_from_blood	X	XY	Jordanian	WestEurasia	Jordan	migrants_collected_in_Kuwait	32.1	35.9	39.5	2656213542	2328773914	2139308038	1187684511	0.001039664	0.000921086	0.000884162	0.000871	H14b	T1a1a1a	0.000890713	4.59e-05	0.000949	6.4e-05	6.23e-05	6.57e-05	0.000940442	0.00079241	0.000763522	0.000756607	0.016	0	0.002	0.0171	0.85	0.91	0.993	0.001	0.001	0.001
270	C	LP6005442-DNA_G04	lez42	S_Lezgin-2	Genomic_from_blood	X	XY	Lezgin	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	42.1	48.2	40.22	2656498819	2329992808	2140909699	1245773737	0.001016709	0.000904003	0.000861433	0.000834	U5a1b1	R1b1a2a2a	0.0008553	4.11e-05	0.000912	6.22e-05	6.06e-05	6.38e-05	0.000890118	0.000749715	0.000716743	0.000690599	0.019	0.001	..	0.0154	0.89	0.92	0.993	0.001	0.001	0.001
271	C	LP6005443-DNA_E10	NorthOssetia12	S_North_Ossetian-1	Genomic_from_blood	X	XY	North_Ossetian	WestEurasia	Russia	Vladikavkaz in Republic of North Ossetia_Alania	43	44.7	43.13	2655832564	2327741180	2134208156	1226327091	0.00102395	0.000906815	0.000873337	0.000872	HV12a	J2a	0.00086794	4.6e-05	0.000914	6.58e-05	6.41e-05	6.75e-05	0.000903751	0.000759528	0.000732318	0.000725036	0.019	0.002	0.002	0.0171	0.88	0.92	0.993	0.001	0.001	0.001
272	C	LP6005443-DNA_F10	NorthOssetia5	S_North_Ossetian-2	Genomic_from_blood	X	XY	North_Ossetian	WestEurasia	Russia	Vladikavkaz in Republic of North Ossetia_Alania	43	44.7	46.29	2648414988	2143167206	1851913573	1133047867	0.001026409	0.000848751	0.000823863	0.000816	H4a1	J2a1b	0.00085643	4.53e-05	0.000902	6.19e-05	6.03e-05	6.36e-05	0.000895225	0.000751209	0.000723007	0.000696535	0.023	0.001	0.002	..	0.88	0.92	0.993	..	..	..
273	C	LP6005592-DNA_B01	NOR111	S_Norwegian-1	Genomic_from_blood	X	XX	Norwegian	WestEurasia	Norway	Bergen	..	..	49.55	2648022905	2318724866	2125645503	1169060875	0.001017541	0.000901875	0.000858717	0.000829	H11a2a2	..	0.000876839	0.00045818	0.000896	0.000522	0.000516	0.000528	0.000908264	0.000768222	0.000735043	0.000712763	..	..	..	..	0.91	0.91	0.993	0.001	0.001	0.001
274	C	LP6005441-DNA_C09	HGDP00798	S_Orcadian-1	Genomic_from_cell_lines	X	XY	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	40.22	2656939498	2325419853	2136484820	1244390001	0.001019637	0.000905249	0.000860082	0.000817	H23	R1b1a2a1a1b1a1	0.00084448	4.03e-05	0.000906	6.13e-05	5.97e-05	6.3e-05	0.000880981	0.000743085	0.000710897	0.000677521	0.02	0.001	0.002	0.0126	0.89	0.92	0.993	0.001	0.001	0.001
275	C	LP6005441-DNA_D09	HGDP00796	S_Orcadian-2	Genomic_from_cell_lines	X	XX	Orcadian	WestEurasia	OrkneyIslands	?	59	-3	39.79	2656517016	2327177178	2134987292	1254318261	0.001011834	0.000898596	0.00085382	0.000814	T1a1	..	0.000870481	0.00047039	0.000904	0.000535	0.00053	0.000541	0.000907654	0.000767629	0.000732412	0.00070342	0.019	0.001	0.004	0.0123	0.91	0.91	0.993	0.001	0.001	0.001
276	C	LP6005592-DNA_B03	HGDP00722	S_Palestinian-1	Genomic_from_cell_lines	X	XY	Palestinian	WestEurasia	Israel(Central)	?	32	35	45.9	2654615961	2327062055	2134355529	1224889896	0.001040185	0.000921974	0.000875925	0.000841	N1b1	E1b1b1a1c3	0.000875079	4.3e-05	0.000945	6.93e-05	6.76e-05	7.11e-05	0.000913859	0.000767688	0.000733634	0.000705144	0.016	0.001	0.002	0.0169	0.9	0.92	0.993	0.001	0.001	0.001
277	C	LP6005441-DNA_G09	HGDP00725	S_Palestinian-2	Genomic_from_cell_lines	X	XX	Palestinian	WestEurasia	Israel(Central)	?	32	35	41.82	2656385759	2326128555	2244299652	1246779355	0.001038044	0.000922055	0.00088607	0.000837	U6a3	..	0.000889753	1.91e-05	0.000947	4.09e-05	3.95e-05	4.22e-05	0.000925344	0.000784636	0.000756767	0.000759015	0.017	0.001	0.002	0.0188	0.89	0.91	0.993	0.001	0.001	0.001
